Key,ID,Title,Year,Author,Pub_Type
I6TGX4EZ,2170740939,efficacy of methylphenidate in children with attention deficit hyperactivity disorder and learning disabilities a randomized crossover trial,2006,"Grizenko, Natalie; Bhat, Mamatha; Schwartz, George; Ter-Stepanian, Marina; Joober, Ridha",1
IB7QDTWH,2912703144,the profile of very preterm children on academic achievement a cross population comparison with children with specific learning disorders,2019,"Guarini, Annalisa; Bonifacci, Paola; Tobia, Valentina; Alessandroni, Rosina; Faldella, Giacomo; Sansavini, Alessandra",1
XMN22Y7Y,2155957608,newborn event related potentials predict poorer pre reading skills in children at risk for dyslexia,2010,"Guttorm, Tomi K.; Leppanen, Paavo H. T.; Hamalainen, Jarmo A.; Eklund, Kenneth M.; Lyytinen, Heikki J.",1
BM9YMCI5,2565945845,the role of categorical speech perception and phonological processing in familial risk children with and without dyslexia,2016,"Hakvoort, Britt; de Bree, Elise; van der Leij, Aryan; Maassen, Ben; van Setten, Ellie; Maurits, Natasha; van Zuijen, Titia L.",1
RYISXMEF,2003782802,event related potentials to tones show differences between children with multiple risk factors for dyslexia and control children before the onset of formal reading instruction,2015,"Hamalainen, Jarmo A.; Lohvansuu, Kaisa; Ervast, Leena; Leppanen, Paavo H. T.",1
WNTPWUTQ,2111824635,using semantics grammar phonology and rapid naming tasks to predict word identification,2002,"Hammill, Donald D.; Mather, Nancy; Allen, Elizabeth A.; Roberts, Rhia",1
DFT2MYGH,1491485604,verbal and academic skills in children with early onset type 1 diabetes,2010,"Hannonen, Riitta; Komulainen, Jorma; Eklund, Kenneth; Tolvanen, Asko; Riikonen, Raili; Ahonen, Timo",1
DFT2MYGH,1212899486,verbal and academic skills in children with early onset type 1 diabetes,2010,"Hannonen, Riitta; Komulainen, Jorma; Eklund, Kenneth; Tolvanen, Asko; Riikonen, Raili; Ahonen, Timo",0
TXMVEJAC,2119587501,innovative programs for improvement in reading through cognitive enhancement a remediation study of canadian first nations children,2007,"Hayward, Denyse; Das, J. P.; Janzen, Troy",1
H2XNZYYB,2005274577,cost effective prediction of reading difficulties,2004,"Heath, Steve M.; Hogben, John H.",1
D9I6E22G,2036088904,rapid automatized naming and learning disabilities does ran have a specific connection to reading or not,2009,"Heikkila, Riikka; Narhi, Vesa; Aro, Mikko; Ahonen, Timo",1
BZQHPELF,2031351008,double deficit hypothesis in a clinical sample extension beyond reading,2016,"Heikkila, Riikka; Torppa, Minna; Aro, Mikko; Narhi, Vesa; Ahonen, Timo",1
T4ZYYGSU,2095210279,the effect of piracetam on short and long term verbal retrieval in dyslexic boys,1986,"Helfgott, E.; Rudel, R. G.; Kairam, R.",1
QDRDS7MJ,1870366042,neurocognitive development and predictors of l1 and l2 literacy skills in dyslexia a longitudinal study of children 5 11 years old,2016,"Helland, Turid; Morken, Froydis",1
U3GTAEUI,2901169896,auditive training effects from a dichotic listening app in children with dyslexia,2018,"Helland, Turid; Morken, Froydis; Bless, Josef J.; Valderhaug, Hanna V.; Eiken, Monica; Helland, Wenche A.; Torkildsen, Janne V. K.",1
WQNSY26R,2032295527,cognitive profiling and preliminary subtyping in chinese developmental dyslexia,2004,"Ho, Connie Suk-Han; Chan, David Wai-Ock; Lee, Suk-Han; Tsang, Suk-Man; Luan, Vivian Hui",1
3AGPDDGL,1996341630,the cognitive profile and multiple deficit hypothesis in chinese developmental dyslexia,2002,"Ho, Connie Suk-Han; Chan, David Wai-Ock; Tsang, Suk-Man; Lee, Suk-Han",1
UQJRKFZX,1968861354,early difficulties of chinese preschoolers at familial risk for dyslexia deficits in oral language phonological processing skills and print related skills,2011,"Ho, Connie Suk-Han; Leung, Man-Tak; Cheung, Him",1
HWW2F7K7,2113577217,the relationship between phonological skills and word decoding,2011,"Hoien-Tengesdal, Ingjerd; Tonnessen, Finn-Egil",1
UGNHCXP2,2073888475,predicting delay in reading achievement in a highly transparent language,2001,"Holopainen, L.; Ahonen, T.; Lyytinen, H.",1
PIG9N6EE,2411508293,a visual profile of queensland indigenous children,2016,"Hopkins, Shelley; Sampson, Geoff P.; Hendicott, Peter L.; Wood, Joanne M.",1
PIG9N6EE,2258976811,a visual profile of queensland indigenous children,2016,"Hopkins, Shelley; Sampson, Geoff P.; Hendicott, Peter L.; Wood, Joanne M.",0
24DJUSGQ,2576465411,vision problems and reduced reading outcomes in queensland schoolchildren,2017,"Hopkins, Shelley; Sampson, Geoff P.; Hendicott, Peter L.; Wood, Joanne M.",1
ELWFQTIW,784917546,kindergarteners performance in a sound symbol paradigm predicts early reading,2015,"Horbach, Josefine; Scharke, Wolfgang; Croll, Jennifer; Heim, Stefan; Gunther, Thomas",1
GFU3FE32,1892317434,mapping numerical processing reading and executive functions in the developing brain an fmri meta analysis of 52 studies including 842 children,2010,"Houde, Olivier; Rossi, Sandrine; Lubin, Amelie; Joliot, Marc",1
TKV5RMXE,2317287836,reading skill and structural brain development,2014,"Houston, Suzanne M.; Lebel, Catherine; Katzir, Tami; Manis, Franklin R.; Kan, Eric; Rodriguez, Genevieve G.; Sowell, Elizabeth R.",1
WQ9P7IH2,1977287817,familial aggregation of dyslexia phenotypes ii paired correlated measures,2002,"Hsu, Li; Wijsman, Ellen M.; Berninger, Virginia W.; Thomson, Jennifer B.; Raskind, Wendy H.",1
ZVXJ8RDP,2795582069,real time coordination of visual and linguistic processes in novice readers,2018,"Huang, Yi Ting",1
SA37B9TD,2045645615,relation of reading rate and rapid automatic naming among third graders,2002,"Huff, Elisa; Sorenson, Jody; Dancer, Jess",1
5QXLG99S,2031803791,the interface between spoken and written language developmental disorders,2014,"Hulme, Charles; Snowling, Margaret J.",1
3LI4XC9I,2180970520,reading disorders and dyslexia,2016,"Hulme, Charles; Snowling, Margaret J.",1
ZL52RLXN,2012530943,sensory processing reading iq and attention,2004,"Hulslander, Jacqueline; Talcott, Joel; Witton, Caroline; DeFries, John; Pennington, Bruce; Wadsworth, Sally; Willcutt, Erik; Olson, Richard",1
BQAMYCCB,1922699507,attention deficit disorder without hyperactivity a distinct behavioral and neurocognitive syndrome,1991,"Hynd, G. W.; Lorys, A. R.; Semrud-Clikeman, M.; Nieves, N.; Huettner, M. I.; Lahey, B. B.",1
XBMVIWVI,2021218615,is a cerebellar deficit the underlying cause of reading disabilities,2012,"Irannejad, Shahrzad; Savage, Robert",1
34BS9NYD,2392330132,executive functions contribute uniquely to reading competence in minority youth,2017,"Jacobson, Lisa A.; Koriakin, Taylor; Lipkin, Paul; Boada, Richard; Frijters, Jan C.; Lovett, Maureen W.; Hill, Dina; Willcutt, Erik; Gottwald, Stephanie; Wolf, Maryanne; Bosson-Heenan, Joan; Gruen, Jeffrey R.; Mahone, E. Mark",1
JDYPA9BF,2022027211,speed of color naming and intelligence association in girls dissociation in boys,1985,"Jaffe, J.; Pringle, G. F.; Anderson, S. W.",1
VHALAI25,2144633125,cognitive subtypes of dyslexia are characterized by distinct patterns of grey matter volume,2014,"Jednorog, Katarzyna; Gawron, Natalia; Marchewka, Artur; Heim, Stefan; Grabowska, Anna",1
DDVAWRHQ,1986157509,memory span naming speed and memory strategies in poor and normal readers,1998,"Johnston, R. S.; Anderson, M.",1
95G76X34,2313714254,what automaticity deficit activation of lexical information by readers with dyslexia in a rapid automatized naming stroop switch task,2016,"Jones, Manon W.; Snowling, Margaret J.; Moll, Kristina",1
BLBMA7LK,2797941274,the impact of morphological awareness on word reading and dictation in chinese early adolescent readers with and without dyslexia,2018,"Kalindi, Sylvia Chanda; Chung, Kevin Kien Hoa",1
Y7KMN6GK,2143885928,beyond phonological and morphological processing pure copying as a marker of dyslexia in chinese but not poor reading of english,2015,"Kalindi, Sylvia Chanda; McBride, Catherine; Tong, Xiuhong; Wong, Natalie Lok Yee; Chung, Kien Hoa Kevin; Lee, Chia-Ying",1
ZP2R58DR,2005015397,phonological and spatial processing abilities in language and reading impaired children,1988,"Kamhi, A. G.; Catts, H. W.; Mauer, D.; Apel, K.; Gentry, B. F.",1
X6V6WJ2P,2464772439,usefulness and limitations of rapid automatized naming to predict reading difficulties after school entry in preschool children,2012,"Kaneko, Masato; Uno, Akira; Haruhara, Noriko; Awaya, Noriko",1
6RPQRH4A,1977162221,repetitive naming and the detection of word retrieval deficits in the beginning reader,1985,"Katz, R. B.; Shankweiler, D.",1
7WZ5HQ2Z,2071631756,rapid automatized naming and gesture by normal and language impaired children,1992,"Katz, W. F.; Curtiss, S.; Tallal, P.",1
GVI8RS67,2160576979,naming and gesture by normal and language impaired children evidence from a modified rapid automatized naming test,1993,"Katz, W. F.; Curtiss, S.; Tallal, P.",1
N65HNSQT,2022601616,reading fluency the whole is more than the parts,2006,"Katzir, Tami; Kim, Youngsuk; Wolf, Maryanne; O'Brien, Beth; Kennedy, Becky; Lovett, Maureen; Morris, Robin",1
6IZHT54R,1974286181,a quantitative magnetic resonance imaging analysis of the cerebellar deficit hypothesis of dyslexia,2008,"Kibby, Michelle Y.; Fancher, Jill B.; Markanen, Rochelle; Hynd, George W.",1
4AXS52TU,2037654309,the pars triangularis in dyslexia and adhd a comprehensive approach,2009,"Kibby, Michelle Y.; Kroese, Judith M.; Krebbs, Hillery; Hill, Crystal E.; Hynd, George W.",1
A6N848YV,2148394797,the language of feelings a reading and storytelling group in an adolescent unit,2015,"Killick, Steve; Bowkett, Steve",1
8ZIB42E9,2043356640,what do diagnostic test data tell us about differences in the profiles of children diagnosed with reading disability or language impairments,2013,"Kim, Sunjung; Lombardino, Linda J.",1
XYU7AYI4,2131387152,subtyping of children with developmental dyslexia via bootstrap aggregated clustering and the gap statistic comparison with the double deficit hypothesis,2007,"King, Wayne M.; Giess, Sally A.; Lombardino, Linda J.",1
XHXJCUIR,2090989338,effects of mora deletion nonword repetition rapid naming and visual search performance on beginning reading in japanese,2005,"Kobayashi, Maya Shiho; Haynes, Charles W.; Macaruso, Paul; Hook, Pamela E.; Kato, Junko",1
2LUCMQ8I,2418684370,developmental changes of rapid automatized naming and hiragana reading of japanese in elementary school children,2011,"Kobayashi, Tomoka; Inagaki, Masumi; Gunji, Atsuko; Yatabe, Kiyomi; Kita, Yosuke; Kaga, Makiko; Gotoh, Takaaki; Koike, Toshihide",1
CJYB4WCB,2397984475,relationship between magnocellular function and reading skills in children a study using visual evoked potentials,2014,"Kobayashi, Tomoka; Inagaki, Masumi; Yamazaki, Hiroko; Kita, Yosuke; Kaga, Makiko; Oka, Akira",1
ZCT3V46J,199931270,the prevalence of specific reading disability in an amblyopic population a preliminary report,2006,"Koklanis, Konstandina; Georgievski, Zoran; Brassington, Kate; Bretherton, Lesley",1
RNGRT2RS,2153310420,mapping for dyslexia and related cognitive trait loci provides strong evidence for further risk genes on chromosome 6p21,2011,"Konig, Inke R.; Schumacher, Johannes; Hoffmann, Per; Kleensang, Andre; Ludwig, Kerstin U.; Grimm, Tiemo; Neuhoff, Nina; Preis, Maike; Roeske, Darina; Warnke, Andreas; Propping, Peter; Remschmidt, Helmut; Nothen, Markus M.; Ziegler, Andreas; Muller-Myhsok, Bertram; Schulte-Korne, Gerd",1
BRGYC48D,2956263740,cognitive correlates of the covariance in reading and arithmetic fluency importance of serial retrieval fluency,2019,"Koponen, Tuire; Eklund, Kenneth; Heikkila, Riikka; Salminen, Jonna; Fuchs, Lynn; Fuchs, Douglas; Aro, Mikko",1
QHQLXXII,2130958283,the persistence of rapid naming problems in children with reading disabilities a nine year follow up,1995,"Korhonen, T. T.",1
PNWZJEBS,2229784339,rapid automatized naming phonology and dyslexia in polish children,2009,"Krasowicz-Kupis, Grazyna; Borkowska, Aneta R.; Pietras, Izabela",1
QNTAIBBT,1996377677,dyslexia verbal impairments in the absence of magnocellular impairments,2002,"Kronbichler, Martin; Hutzler, Florian; Wimmer, Heinz",1
UAZ3S2GK,2558809335,beyond phonology visual processes predict alphanumeric and nonalphanumeric rapid naming in poor early readers,2018,"Kruk, Richard S.; Luther Ruban, Cassia",1
FB292NU8,2038062019,reading disabilities in children a selective meta analysis of the cognitive literature,2015,"Kudo, Milagros F.; Lussier, Cathy M.; Swanson, H. Lee",1
P289YH2K,2342724813,developmental trajectories for children with dyslexia and low iq poor readers,2016,"Kuppen, Sarah E. A.; Goswami, Usha",1
KEF6DW6A,2738164982,neural stability a reflection of automaticity in reading,2017,"Lam, Silvia Siu-Yin; White-Schwoch, Travis; Zecker, Steven G.; Hornickel, Jane; Kraus, Nina",1
ZPQJWNS9,2096094467,word recognition deficits in german more evidence from a representative sample,2001,"Landerl, K.",1
G6MTYV6Z,2052398827,dyslexia and dyscalculia two learning disorders with different cognitive profiles,2009,"Landerl, Karin; Fussenegger, Barbara; Moll, Kristina; Willburger, Edith",1
EDYES6NN,2098763958,predictors of developmental dyslexia in european orthographies with varying complexity,2013,"Landerl, Karin; Ramus, Franck; Moll, Kristina; Lyytinen, Heikki; Leppanen, Paavo H. T.; Lohvansuu, Kaisa; O'Donovan, Michael; Williams, Julie; Bartling, Jurgen; Bruder, Jennifer; Kunze, Sarah; Neuhoff, Nina; Toth, Denes; Honbolygo, Ferenc; Csepe, Valeria; Bogliotti, Caroline; Iannuzzi, Stephanie; Chaix, Yves; Demonet, Jean-Francois; Longeras, Emilie; Valdois, Sylviane; Chabernaud, Camille; Delteil-Pinton, Florence; Billard, Catherine; George, Florence; Ziegler, Johannes C.; Comte-Gervais, Isabelle; Soares-Boucaud, Isabelle; Gerard, Christophe-Loic; Blomert, Leo; Vaessen, Anniek; Gerretsen, Patty; Ekkebus, Michel; Brandeis, Daniel; Maurer, Urs; Schulz, Enrico; van der Mark, Sanne; Muller-Myhsok, Bertram; Schulte-Korne, Gerd",1
7RWDNFR4,1991854132,spatial load factor in prediction of reading performance,2004,"Larter, S. C.; Herse, P. R.; Naduvilath, T. J.; Dain, S. J.",1
GDE4QLKM,1881845524,predicting the naming of regular irregular and non phonetic compounds in chinese,2015,"Lau, Dustin Kai-Yan; Leung, Man-Tak; Liang, Yuan; Lo, Jason Chor Ming",1
CBP2HMVB,2600081873,relations between awareness of morphosyntactic structures in chinese compound words and reading abilities a short report,2017,"Lau, Dustin Kai-Yan; Liang, Yuan; Leung, Man Tak",1
33R52QQ3,2085572258,development and validation of a reading related assessment battery in malay for the purpose of dyslexia assessment,2008,"Lee, Lay Wah",1
V5WMCC5Q,2014881819,growth in literacy cognition and working memory in english language learners,2015,"Lee Swanson, H.; Orosco, Michael J.; Lussier, Catherine M.",1
9UUQIUNM,1943884612,developmental trajectories of reading development and impairment from ages 3 to 8 years in chinese children,2011,"Lei, Lin; Pan, Jinger; Liu, Hongyun; McBride-Chang, Catherine; Li, Hong; Zhang, Yuping; Chen, Lang; Tardif, Twila; Liang, Weilan; Zhang, Zhixiang; Shu, Hua",1
NVKQ82YL,1567112612,reading deficits in very low birthweight children are associated with vocabulary and attention issues at the age of seven,2016,"Leijon, Ingemar; Ingemansson, Fredrik; Nelson, Nina; Wadsby, Marie; Samuelsson, Stefan",1
6XU6K576,2802861897,children with a very low birthweight showed poorer reading skills at eight years of age but caught up in most areas by the age of 10,2018,"Leijon, Ingemar; Ingemansson, Fredrik; Nelson, Nina; Samuelsson, Stefan; Wadsby, Marie",1
